"","...1","sample","type","score.meth","score.delfi","score.meth_reg","ens_preds"
"231",16,"PGDX18258P","healthy",0.0249194744941197,0.0990331508936744,0.0345957803685455,0.0294969819029285
"232",17,"PGDX18326P","healthy",0.0356024924100385,0.00830408133884675,0.0117431259531418,0.0177174939899275
"233",18,"PGDX18337P","healthy",0.307821113979376,0.879539702595649,0.334337376754962,0.797524347179392
"234",19,"PGDX18341P","healthy",0.0350016971608789,0.0890339232403569,0.0195679709213096,0.0266856342775533
"235",20,"PGDX18348P","healthy",0.050531832825609,0.0852461615568257,0.0705258280102914,0.0313907593922035
"236",21,"PGDX18349P","healthy",0.128752326241259,0.123146807454991,0.264702802244378,0.0731615458089693
"237",22,"PGDX18417P","healthy",0.101031480250679,0.17558762558195,0.108939849055245,0.0545387966951855
"238",23,"PGDX18419P","healthy",0.0425873463362135,0.246128548689816,0.0127234638720504,0.0540593310339191
"239",24,"PGDX18420P","healthy",0.0504586362186198,0.0228922831616138,0.069466754898425,0.0233250339628001
"240",25,"PGDX18427P","healthy",0.0948040200910837,0.0505099719584943,0.113212497420916,0.0310132346682095
"241",26,"PGDX18461P","healthy",0.05009731629486,0.0212751086346401,0.0151042294013326,0.0190699863665481
"242",27,"PGDX8260P","cancer",0.984351908048153,0.757022077333608,0.994564205156737,0.960174512517042
"243",1,"PGDX16568P","healthy",0.0665629677855607,0.227890485623357,0.0262348306556511,0.0865732375087719
"244",2,"PGDX16569P","healthy",0.560377996597693,0.397882003092889,0.16410771953333,0.172955808127917
"245",3,"PGDX16592P","healthy",0.172111178072057,0.49066005496169,0.124823313972902,0.187538051120019
"246",4,"PGDX16608P","cancer",0.0720708476474765,0.640172080940506,0.096969038680272,0.230792841658573
"247",5,"PGDX17730P","cancer",0.314020986314667,0.996829708749826,0.149499749712858,0.442225211707443
"248",6,"PGDX17739P","cancer",0.0633183808030821,0.298588474853475,0.0570741490763586,0.108691750679025
"249",7,"PGDX17756P","cancer",0.983682856136225,0.997121390842169,0.987039731976577,0.900701859609812
"250",8,"PGDX17940P","healthy",0.0175265703535123,0.7597318389592,0.0358154502034222,0.248386786215668
"251",9,"PGDX17968P","healthy",0.0342676734018469,0.260017820772262,0.0358154502034222,0.0949554012166667
"252",10,"PGDX17977P","healthy",0.0263457554945264,0.133073312209371,0.0609569631160885,0.0777798740992817
"253",11,"PGDX17987P","healthy",0.0222866803923072,0.499778949904566,0.0736406595584018,0.168815215613333
"254",12,"PGDX17989P","healthy",0.0215006242556278,0.236452788935754,0.0358154502034222,0.0904064563347926
"255",13,"PGDX18237P","healthy",0.18516470373943,0.0499442855436931,0.31991223684496,0.128932506904805
"256",14,"PGDX18243P","healthy",0.0354145906025738,0.0186587276320164,0.0606088624878289,0.0608473639280873
"257",15,"PGDX18249P","healthy",0.0373015859059019,0.104966034288593,0.145038593126946,0.0917184392630004
"258",16,"PGDX18255P","healthy",0.0696539861908861,0.532923207479469,0.049283707620835,0.16955197189922
"259",17,"PGDX18259P","healthy",0.609390857914459,0.0294885653875098,0.537097707874023,0.209892148336928
"260",18,"PGDX18262P","healthy",0.0961848327941649,0.137502075494393,0.0354455042122831,0.0733081716173167
"261",19,"PGDX18269P","healthy",0.0373194281679789,0.225679322943226,0.0403918971606865,0.089471543490854
"262",20,"PGDX18276P","healthy",0.020737074192993,0.0324173519220098,0.0430275713000818,0.05973935880244
"263",21,"PGDX18331P","healthy",0.020737074192993,0.0412345270527397,0.0410679576803931,0.0605615218274973
"264",22,"PGDX18339P","healthy",0.0207729277414685,0.101957462049501,0.0354455042122831,0.0679534824997535
"265",23,"PGDX18345P","healthy",0.0342676734018469,0.314055363727541,0.049283707620835,0.109942760599422
